Date,VUG,VTV,^FVX,ret_growth,ret_value,spread,rate_5y,rate_5y_change,spread_vol
2014-07-31,87.64140319824219,59.78082275390625,1.7630000114440918,-1.55714635602352,-1.1982604389832452,-0.3588859170402747,1.7630000114440918,0.1380000114440918,2.305645503255418
2014-08-31,91.67418670654297,61.83631896972656,1.628000020980835,4.601459311620948,3.4383872973478002,1.1630720142731477,1.628000020980835,-0.13499999046325684,2.237045558305534
2014-09-30,89.99391174316406,61.045711517333984,1.7799999713897705,-1.8328768694263031,-1.2785487001249818,-0.5543281693013213,1.7799999713897705,0.15199995040893555,1.1603174285826992
2014-10-31,92.69364929199219,62.14336013793945,1.6130000352859497,2.999911323482607,1.7980765451374836,1.2018347783451233,1.6130000352859497,-0.1669999361038208,1.0415421810104013
2014-11-30,95.52880859375,63.67701721191406,1.5110000371932983,3.0586338151676884,2.467933936256994,0.5906998789106943,1.5110000371932983,-0.10199999809265137,0.7418242809152723
2014-12-31,94.62016296386719,63.90327072143555,1.652999997138977,-0.9511744606247041,0.3553142396235831,-1.3064887002482872,1.652999997138977,0.1419999599456787,1.0196864369402547
2015-01-31,93.17898559570312,61.28633117675781,1.187000036239624,-1.5231186705040978,-4.0951574389445415,2.5720387684404438,1.187000036239624,-0.465999960899353,1.3809204853150627
2015-02-28,98.99816131591797,64.5385971069336,1.5049999952316284,6.245158908966686,5.3066742089615815,0.9384847000051044,1.5049999952316284,0.3179999589920044,1.365930093778924
2015-03-31,95.10790252685547,63.68227767944336,1.375,-3.929627315650941,-1.3268330361619118,-2.602794279489029,1.375,-0.12999999523162842,1.8680017522576746
2015-04-30,97.7808609008789,64.49638366699219,1.4420000314712524,2.810448241426289,1.278387044582141,1.5320611968441478,1.4420000314712524,0.06700003147125244,1.906743928052761
2015-05-31,99.2264633178711,65.2572250366211,1.4670000076293945,1.4784104002291354,1.1796651631776456,0.2987452370514898,1.4670000076293945,0.02499997615814209,1.9011709500463931
2015-06-30,97.58980560302734,63.80270767211914,1.628000020980835,-1.6494165569528874,-2.2288985835448916,0.5794820265920042,1.628000020980835,0.16100001335144043,1.7440218545756596
2015-07-31,100.7805404663086,64.44563293457031,1.5479999780654907,3.269537062365324,1.00767708128493,2.261859981080394,1.5479999780654907,-0.08000004291534424,1.6754529364204716
2015-08-31,94.4355697631836,60.679927825927734,1.5410000085830688,-6.295829208463266,-5.843227752089552,-0.4526014563737135,1.5410000085830688,-0.006999969482421875,1.698941325754219
2015-09-30,91.73348236083984,59.14027786254883,1.375,-2.8613025887594956,-2.5373299187100073,-0.32397267004948826,1.375,-0.16600000858306885,1.0647841767989639
2015-10-31,99.96564483642578,63.663448333740234,1.527999997138977,8.973999747664841,7.648206323453466,1.3257934242113754,1.527999997138977,0.15299999713897705,1.0334501589639251
2015-11-30,100.11196899414062,64.01020050048828,1.6540000438690186,0.14637444489482565,0.5446644437641535,-0.3982899988693278,1.6540000438690186,0.1260000467300415,1.1122677939459267
2015-12-31,97.68506622314453,63.27821350097656,1.7580000162124634,-2.424188431593166,-1.14354742492353,-1.280641006669636,1.7580000162124634,0.10399997234344482,1.3242805472639358
2016-01-31,91.81796264648438,60.266456604003906,1.3350000381469727,-6.006141781444652,-4.759547923909347,-1.2465938575353048,1.3350000381469727,-0.4229999780654907,0.9464744166085372
2016-02-29,91.45065307617188,60.328521728515625,1.2200000286102295,-0.4000410809883781,0.102984525736316,-0.5030256067246941,1.2200000286102295,-0.11500000953674316,0.9473004761239986
2016-03-31,98.03773498535156,64.36979675292969,1.2239999771118164,7.2028812125519925,6.698780126919401,0.5041010856325912,1.2239999771118164,0.003999948501586914,1.0189802038963724
2016-04-30,97.26410675048828,65.34638214111328,1.2790000438690186,-0.7891127176478219,1.517148472492491,-2.306261190140313,1.2790000438690186,0.05500006675720215,0.9611046124973143
2016-05-31,99.686279296875,66.04171752929688,1.3589999675750732,2.4903046224444614,1.0640763350632687,1.4262282873811927,1.3589999675750732,0.07999992370605469,1.3505900281114254
2016-06-30,99.02696990966797,66.78494262695312,1.0110000371932983,-0.6613842866414421,1.1253872937610154,-1.7867715804024575,1.0110000371932983,-0.3479999303817749,1.4181413446806306
2016-07-31,103.7658462524414,68.66302490234375,1.0329999923706055,4.785440115047668,2.812134294823321,1.973305820224347,1.0329999923706055,0.02199995517730713,1.7243375945638975
2016-08-31,103.44256591796875,69.12663269042969,1.1799999475479126,-0.31154791884622224,0.6751927820618286,-0.9867407009080509,1.1799999475479126,0.14699995517730713,1.7570817427005023
2016-09-30,104.08020782470703,68.80256652832031,1.156000018119812,0.6164212005761227,-0.46880073496512464,1.0852219355412474,1.156000018119812,-0.023999929428100586,1.8183405941911086
2016-10-31,101.3829574584961,68.05130004882812,1.312999963760376,-2.5915113186108063,-1.0919163592290615,-1.4995949593817448,1.312999963760376,0.15699994564056396,1.6439768064993867
2016-11-30,102.61570739746094,72.13198852539062,1.8339999914169312,1.2159340878071134,5.996488639650566,-4.780554551843452,1.8339999914169312,0.5210000276565552,2.3811790040406997
2016-12-31,103.81352233886719,74.10003662109375,1.934000015258789,1.1672822531610727,2.72839850382105,-1.5611162506599774,1.934000015258789,0.10000002384185791,2.3679973159596743
2017-01-31,107.47323608398438,74.4665298461914,1.9079999923706055,3.5252765368765537,0.49459250198713445,3.0306840348894193,1.9079999923706055,-0.026000022888183594,2.6523699547618564
2017-02-28,112.18527221679688,77.13545989990234,1.8799999952316284,4.38438099056615,3.584066639366079,0.800314351200071,1.8799999952316284,-0.02799999713897705,2.724586002984198
2017-03-31,113.65007019042969,76.42710876464844,1.9290000200271606,1.3056954310384894,-0.9183210110798923,2.2240164421183817,1.9290000200271606,0.04900002479553223,2.8906603626842235
2017-04-30,116.23771667480469,76.40309143066406,1.815999984741211,2.276854277378959,-0.031425150542241376,2.3082794279212004,1.815999984741211,-0.11300003528594971,2.990303575629019
2017-05-31,119.49796295166016,76.45116424560547,1.7480000257492065,2.804809290926258,0.06291998666707599,2.741889304259182,1.7480000257492065,-0.0679999589920044,1.72472930832807
2017-06-30,118.99079132080078,77.82814025878906,1.8849999904632568,-0.42441864139938223,1.8011184352404896,-2.225537076639872,1.8849999904632568,0.1369999647140503,1.9712722011854689
2017-07-31,122.01615142822266,79.0290756225586,1.8320000171661377,2.5425161677137487,1.543060594505108,0.9994555732086408,1.8320000171661377,-0.05299997329711914,1.8203288104741586
2017-08-31,123.44922637939453,78.65833282470703,1.7070000171661377,1.1744961092424733,-0.46912202240884104,1.6436181316513143,1.7070000171661377,-0.125,1.8212817782781583
2017-09-30,124.7267074584961,81.00370025634766,1.9279999732971191,1.0348230738810082,2.981715156444209,-1.9468920825632008,1.9279999732971191,0.22099995613098145,2.155174513464407
2017-10-31,128.33457946777344,82.48873901367188,2.009999990463257,2.892621863266842,1.8332974328636897,1.0593244304031524,2.009999990463257,0.0820000171661377,2.0111537947576674
2017-11-30,131.4445343017578,85.39390563964844,2.1440000534057617,2.423317898326327,3.5218948194795985,-1.0985769211532714,2.1440000534057617,0.13400006294250488,1.694859704270224
2017-12-31,132.5939178466797,86.80450439453125,2.2060000896453857,0.8744247533969185,1.651872864130799,-0.7774481107338804,2.2060000896453857,0.06200003623962402,1.4437330118843927
2018-01-31,141.64405822753906,90.8948974609375,2.5239999294281006,6.825456648263595,4.712189874174255,2.1132667740893396,2.5239999294281006,0.31799983978271484,1.656912346994895
2018-02-28,137.5054473876953,86.86164093017578,2.6500000953674316,-2.9218386507928407,-4.437274966391847,1.5154363155990063,2.6500000953674316,0.12600016593933105,1.6347208648177223
2018-03-31,134.0806121826172,84.72334289550781,2.562000036239624,-2.4906905654594413,-2.461728804302521,-0.028961761156920396,2.562000036239624,-0.08800005912780762,1.296600291999918
2018-04-30,134.4491729736328,85.07640075683594,2.7890000343322754,0.2748800031682874,0.4167185208491686,-0.14183851768088118,2.7890000343322754,0.22699999809265137,1.2788777292969067
2018-05-31,140.3461456298828,85.59371185302734,2.6640000343322754,4.3860237484736775,0.6080547503061196,3.777968998167558,2.6640000343322754,-0.125,1.7151678152328103
2018-06-30,141.96409606933594,85.76901245117188,2.7309999465942383,1.1528285527127702,0.2048054633330354,0.9480230893797348,2.7309999465942383,0.06699991226196289,1.4691840509790044
2018-07-31,145.5271759033203,89.7588119506836,2.8480000495910645,2.50984575159352,4.651796010573284,-2.1419502589797634,2.8480000495910645,0.11700010299682617,1.9750865460267104
2018-08-31,152.3217010498047,91.46048736572266,2.734999895095825,4.668904693786025,1.8958310365939646,2.77307365719206,2.734999895095825,-0.11300015449523926,2.144185874734316
2018-09-30,153.0486602783203,92.03103637695312,2.947999954223633,0.47725256710331454,0.6238202175208318,-0.1465676504175173,2.947999954223633,0.21300005912780762,2.1544984180093625
2018-10-31,139.17315673828125,87.4494400024414,2.986999988555908,-9.06607317882191,-4.978316614566635,-4.087756564255274,2.986999988555908,0.03900003433227539,2.9654952946950086
2018-11-30,139.971435546875,90.30982208251953,2.8450000286102295,0.5735867657977511,3.270898109808673,-2.697311344010922,2.8450000286102295,-0.1419999599456787,2.545918456932644
2018-12-31,128.18939208984375,82.05287170410156,2.509999990463257,-8.417462756596194,-9.142915120432061,0.725452363835867,2.509999990463257,-0.33500003814697266,2.5151810493202436
